step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,snr_diag_median,snr_offdiag_median,spearman_absC_snr,rho_sigma_absmed,rho_frame_absmed
25,model.layers.7.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00013989624858368188,2.933610677719116,1.2444776302800165e-06,0.47311902046203613,0.0012095848796889186,0.1806458830833435,0.26492491364479065,0.010989698581397533,0.5313356518745422,1.5303641557693481,0.0001238468976225704,2.854323625564575,-1.1378384670024388e-06,1.119651733461069e-05,9.669993596617132e-05,0.1335437148809433,0.36087721586227417,0.005900277756154537,0.5245263576507568,1.5432831048965454,0.1867292821407318,0.19189943373203278,0.6646323204040527,0.35807567834854126,0.3528689742088318
25,model.layers.7.self_attn.k_proj.weight,512,1024,0.0009765625,0.0008566456381231546,4.338904857635498,-1.312162567046471e-05,0.3275149166584015,0.000992113840766251,0.16007941961288452,0.26953792572021484,0.019867347553372383,0.689390242099762,1.343854546546936,0.0007561497623100877,3.7017667293548584,1.2205719031044282e-05,4.307385097490624e-06,5.5704087571939453e-05,0.1354420781135559,0.36407139897346497,0.006613391451537609,0.7008690237998962,1.4647773504257202,,,,,
25,model.layers.7.self_attn.v_proj.weight,512,1024,0.0009765625,0.0009558042511343956,1.6885249614715576,-0.0017241286113858223,0.7128456234931946,0.0008674070704728365,0.12870898842811584,0.26672136783599854,0.004866350442171097,0.74046391248703,1.4609497785568237,0.00036584268673323095,1.7525466680526733,7.995105079317e-06,4.578326752380235e-06,0.00015075132250785828,0.185249462723732,0.301906019449234,0.009771852754056454,0.5316749215126038,1.4530059099197388,,,,,
25,model.layers.7.self_attn.o_proj.weight,1024,2048,0.00048828125,0.0002507663448341191,1.9281611442565918,-0.0005547304754145443,1.1820818185806274,2.4523564206901938e-05,0.13283321261405945,0.38196852803230286,0.011712140403687954,0.5504758358001709,1.4410762786865234,0.0004448763793334365,19.07071304321289,9.48221501317903e-10,3.750517635126016e-06,4.877315950579941e-05,0.1651488095521927,0.3327657878398895,0.0067668454721570015,0.6359551548957825,1.509835124015808,,,,,
25,model.layers.15.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00013013489660806954,2.6043760776519775,0.00017579221457708627,0.5332372188568115,0.0005999749409966171,0.21629229187965393,0.22736728191375732,0.005631805397570133,0.44171419739723206,1.5394119024276733,0.0001772486139088869,9.472023010253906,1.5834322084629093e-06,8.193565008696169e-06,3.6512614315142855e-05,0.1956445425748825,0.2797276973724365,0.0034381074365228415,0.4676954746246338,1.5556042194366455,0.18056845664978027,0.19298234581947327,0.6549323797225952,,
25,model.layers.15.self_attn.k_proj.weight,512,1024,0.0009765625,0.0008492766646668315,4.7836480140686035,5.802776740893023e-06,0.4134879410266876,0.000103890044556465,0.28047633171081543,0.20601581037044525,0.004805870819836855,0.4948748052120209,1.4604560136795044,0.0009737695218063891,3.6445460319519043,-6.466727427323349e-06,4.9540963118488435e-06,4.042516593472101e-05,0.1530841737985611,0.3472541272640228,0.0036117585841566324,0.6666498184204102,1.4871106147766113,,,,,
25,model.layers.15.self_attn.v_proj.weight,512,1024,0.0009765625,0.000790014979429543,1.7012118101119995,-0.0007150080054998398,0.44918084144592285,0.00013104693789500743,0.18499845266342163,0.25140076875686646,0.004243032541126013,0.6549296379089355,1.4544506072998047,0.00041375239379704,1.378341555595398,4.984954648534767e-05,4.877817445958499e-06,3.0335537303471938e-05,0.15482529997825623,0.34674960374832153,0.009885567240417004,0.5208786725997925,1.4499410390853882,,,,0.34006235003471375,0.35585302114486694
25,model.layers.15.self_attn.o_proj.weight,1024,2048,0.00048828125,0.00038885840331204236,1.56978440284729,-0.0002147265331586823,0.886544406414032,1.5822202840354294e-05,0.08260123431682587,0.46263831853866577,0.009927249513566494,0.5821980834007263,1.4613215923309326,0.00041489495197311044,5.946217060089111,6.55111489322735e-06,3.988076514360728e-06,3.2520576496608555e-05,0.13179747760295868,0.440653920173645,0.0059706284664571285,0.6695969104766846,1.5021957159042358,,,,,
25,model.layers.19.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00014783548249397427,2.9630613327026367,0.0012533747358247638,0.29239654541015625,0.0005103577277623117,0.21713833510875702,0.24351947009563446,0.009054949507117271,0.4695444703102112,1.5269675254821777,0.0001431406126357615,2.7055318355560303,-2.4074286102404585e-06,8.840013833832927e-06,3.972100967075676e-05,0.16012103855609894,0.34573283791542053,0.0035451562143862247,0.5207199454307556,1.5459258556365967,0.19353435933589935,0.20080377161502838,0.6609935164451599,,
25,model.layers.19.self_attn.k_proj.weight,512,1024,0.0009765625,0.0009991201804950833,5.5729217529296875,-9.988712008635048e-06,0.23829439282417297,0.0007355085690505803,0.2326483130455017,0.2306317836046219,0.01170077733695507,0.5718706846237183,1.38204824924469,0.0008821834344416857,2.885110855102539,-1.9840219465550035e-05,4.798310783371562e-06,0.00019471398263704032,0.14066044986248016,0.32336661219596863,0.01045157853513956,0.6791282892227173,1.4618854522705078,,,,,
