step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,snr_diag_median,snr_offdiag_median,spearman_absC_snr,rho_sigma_absmed,rho_frame_absmed
20,model.layers.7.self_attn.q_proj.weight,4096,1024,0.000244140625,0.0001059187634382397,2.406123638153076,0.00019993327441625297,0.24142803251743317,0.0007517955382354558,0.16921137273311615,0.268066942691803,0.008019178174436092,0.533769965171814,1.5326868295669556,0.0001935939653776586,205.9007568359375,2.103949009324424e-05,0.00021780564566142857,8.398535283049569e-05,0.22214731574058533,0.26967233419418335,0.008126195520162582,0.5265709161758423,1.5300464630126953,0.07731746137142181,0.07708818465471268,0.8124982714653015,0.4113556146621704,0.42986592650413513
20,model.layers.7.self_attn.k_proj.weight,512,1024,0.0009765625,0.00152116222307086,3.4117136001586914,8.643008186481893e-06,0.1760157346725464,0.00395746435970068,0.15544237196445465,0.24523717164993286,0.03779599443078041,0.6842394471168518,1.2722092866897583,0.0009187445393763483,74.66622161865234,3.2162144634639844e-05,8.778714254731312e-05,0.00013392830442171544,0.2083447277545929,0.27661997079849243,0.009042078629136086,0.5547288060188293,1.4280236959457397,,,,,
20,model.layers.7.self_attn.v_proj.weight,512,1024,0.0009765625,0.0007169751334004104,1.9644722938537598,-0.0005533961812034249,0.3092270493507385,0.0005048294551670551,0.1291893869638443,0.26760047674179077,0.004578247666358948,0.7449661493301392,1.448807716369629,0.0009289376903325319,63.97626876831055,-2.0904639313812368e-05,8.656275895191357e-05,9.630217391531914e-05,0.2349245697259903,0.25159114599227905,0.008386035449802876,0.5098046064376831,1.4348278045654297,,,,,
20,model.layers.7.self_attn.o_proj.weight,1024,2048,0.00048828125,0.00022537812765222043,2.2983510494232178,-0.0001908251433633268,0.4930160939693451,1.858641735452693e-05,0.13479620218276978,0.38025251030921936,0.012236359529197216,0.5594972372055054,1.424455165863037,0.0004939994541928172,76.29154205322266,4.2482399294385687e-05,0.00017959058459382504,5.468739982461557e-05,0.18808813393115997,0.307732492685318,0.007391118444502354,0.5922961831092834,1.512398600578308,,,,,
20,model.layers.15.self_attn.q_proj.weight,4096,1024,0.000244140625,0.0001328151993220672,4.254771709442139,-0.00012000991409877315,0.21859675645828247,0.00017104500147979707,0.2114487737417221,0.24528607726097107,0.0035379240289330482,0.4529431164264679,1.5458351373672485,0.0002279753825860098,228.0486602783203,1.0491297871340066e-05,0.00019433813577052206,6.244934775168076e-05,0.22138169407844543,0.2702166736125946,0.008253661915659904,0.5084516406059265,1.5247493982315063,0.08153379708528519,0.08021364361047745,0.8381797671318054,,
20,model.layers.15.self_attn.k_proj.weight,512,1024,0.0009765625,0.0009098840528167784,4.285487174987793,2.0190282157273032e-05,0.19464203715324402,8.015721687115729e-05,0.25835222005844116,0.23348408937454224,0.004984878934919834,0.513123631477356,1.4519132375717163,0.0009979709284380078,72.84539794921875,1.7633421521168202e-05,8.455681381747127e-05,3.0994051485322416e-05,0.2006252110004425,0.293622761964798,0.007255027536302805,0.5747047662734985,1.439715027809143,,,,,
20,model.layers.15.self_attn.v_proj.weight,512,1024,0.0009765625,0.0009617680334486067,2.1614599227905273,0.0008490290492773056,0.1858779937028885,0.00020332855638116598,0.19527781009674072,0.25208792090415955,0.006363320164382458,0.633503258228302,1.447044014930725,0.0009519624873064458,73.9924087524414,-6.738451361343323e-07,6.667623529210687e-05,5.917572707403451e-05,0.22263288497924805,0.271389901638031,0.006899732165038586,0.5307432413101196,1.4777511358261108,,,,0.4348791837692261,0.4265064597129822
20,model.layers.15.self_attn.o_proj.weight,1024,2048,0.00048828125,0.0004192466731183231,1.9492841958999634,0.00027490349020808935,0.34034547209739685,2.5675468350527808e-05,0.08540833741426468,0.46238207817077637,0.012842818163335323,0.596394419670105,1.4401867389678955,0.00046243134420365095,87.82418823242188,-1.081807477021357e-05,0.0001420084881829098,6.155832670629025e-05,0.1987464725971222,0.2975405156612396,0.008197136223316193,0.5687457323074341,1.5076013803482056,,,,,
20,model.layers.19.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00018166452355217189,3.6845600605010986,-8.366188558284193e-05,0.13087019324302673,0.000388944405131042,0.22138673067092896,0.23418620228767395,0.007464948110282421,0.42234086990356445,1.528246521949768,0.00019078774494118989,208.548828125,1.375442479911726e-05,0.00018906634068116546,0.0001000893535092473,0.21769045293331146,0.27266600728034973,0.008455337025225163,0.5170996785163879,1.5282858610153198,0.08909046649932861,0.08560112118721008,0.8160495162010193,,
20,model.layers.19.self_attn.k_proj.weight,512,1024,0.0009765625,0.0010615003993734717,3.750818967819214,-1.90995729099086e-06,0.13170602917671204,0.0004346179775893688,0.24621693789958954,0.22564999759197235,0.011411857791244984,0.5697242021560669,1.3500350713729858,0.0008951396448537707,78.49812316894531,-1.935466207214631e-05,8.08702243375592e-05,6.913625111337751e-05,0.2071366310119629,0.28374210000038147,0.00802952516824007,0.5634199380874634,1.4552135467529297,,,,,
