step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,n_microbatch,snr_diag_median,snr_offdiag_median,spearman_absC_snr,sig_energy_diag,sig_energy_total,noise_energy,R_sigma_cross,snr_cross_diag_median,snr_cross_offdiag_median,spearman_absC_snr_cross,spearman_absC_split,rho_sigma_absmed,rho_frame_absmed
20,model.layers.7.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00011310374247841537,3.2185988426208496,0.0001053947489708662,0.2257724106311798,0.0008145766914822161,0.17611560225486755,0.2722567915916443,0.007363780401647091,0.5421167016029358,1.5350000858306885,0.0002452015469316393,92.13066864013672,0.0003173405712004751,0.001091317506507039,8.723296923562884e-05,0.23906657099723816,0.2513277530670166,0.009880192577838898,0.5012530088424683,1.5131981372833252,8.0,0.08243422955274582,0.0768059715628624,0.8456450700759888,-1.090057821784285e-06,-0.0003555769217200577,0.17414379119873047,,0.00313820643350482,0.0006200383650138974,0.0028009742964059114,0.049457255750894547,0.3024463653564453,0.3005407750606537
20,model.layers.7.self_attn.k_proj.weight,512,1024,0.0009765625,0.0013326489133760333,3.654327392578125,2.2335536868922645e-06,0.15792536735534668,0.001985690090805292,0.16141138970851898,0.24257202446460724,0.026410341262817383,0.6823245882987976,1.327085018157959,0.0009978999150916934,62.96187973022461,-3.491185634629801e-05,0.00038410458364523947,0.00014940241817384958,0.24277934432029724,0.24702897667884827,0.010014359839260578,0.4971277415752411,1.4087120294570923,,,,,,,,,,,,,,
20,model.layers.7.self_attn.v_proj.weight,512,1024,0.0009765625,0.0008058269158937037,1.8497267961502075,0.001959132496267557,0.3209037780761719,0.00025950768031179905,0.14135274291038513,0.24739250540733337,0.0032398465555161238,0.7283358573913574,1.4605247974395752,0.0009062050958164036,38.47372055053711,0.0016749913338571787,0.00038286231574602425,4.886976967100054e-05,0.2400268167257309,0.2518545389175415,0.00983397290110588,0.498285710811615,1.4244111776351929,,,,,,,,,,,,,,
20,model.layers.7.self_attn.o_proj.weight,1024,2048,0.00048828125,0.00023891754972282797,2.2297797203063965,0.0006468838546425104,0.5205429196357727,2.590046642581001e-05,0.13535776734352112,0.3810853362083435,0.011800947599112988,0.5609565377235413,1.4347549676895142,0.00047118536895141006,84.5906753540039,0.0011663465993478894,0.0007802907493896782,8.501861157128587e-05,0.23966000974178314,0.2505732476711273,0.00961203221231699,0.49966588616371155,1.45677649974823,,,,,,,,,,,,,,
20,model.layers.15.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00012543392949737608,2.923516273498535,-0.0006321344990283251,0.24755214154720306,0.0003661800583358854,0.21766284108161926,0.23097941279411316,0.004059716127812862,0.43138232827186584,1.5469211339950562,0.00023416515614371747,88.6484603881836,0.001249962137080729,0.0010910280980169773,9.934083936968818e-05,0.240810826420784,0.24959222972393036,0.009899338707327843,0.49830278754234314,1.5089963674545288,8.0,0.0797354057431221,0.08007611334323883,0.8544166684150696,3.2747238947195e-06,0.002824098337441683,0.19097740948200226,0.0011595644001851698,-0.002620237646624446,0.0023974960204213858,0.01763354428112507,0.04770077392458916,,
20,model.layers.15.self_attn.k_proj.weight,512,1024,0.0009765625,0.0010192958870902658,3.3869826793670654,-2.4957450932561187e-06,0.2155216634273529,0.00018828539759851992,0.25536420941352844,0.2147747427225113,0.0045846630819141865,0.5539325475692749,1.4576414823532104,0.001040162518620491,45.49171829223633,-0.00034058484015986323,0.0004058211052324623,0.00010603175178403035,0.23817089200019836,0.25425246357917786,0.009129054844379425,0.5026729702949524,1.4229315519332886,,,,,,,,,,,,,,
20,model.layers.15.self_attn.v_proj.weight,512,1024,0.0009765625,0.0009362874552607536,1.8344435691833496,0.0017316436860710382,0.22169427573680878,0.00013171856699045748,0.19064614176750183,0.2579272389411926,0.0055620563216507435,0.6483792066574097,1.4409263134002686,0.0010451633716002107,38.26072692871094,-0.0005923182470723987,0.00039438309613615274,8.681853796588257e-05,0.23896850645542145,0.25214555859565735,0.009639487601816654,0.5001457929611206,1.3985217809677124,,,,,,,,,,,,,0.2909378111362457,0.29274025559425354
20,model.layers.15.self_attn.o_proj.weight,1024,2048,0.00048828125,0.00035167575697414577,1.8673993349075317,0.0006107147783041,0.3770407438278198,2.4231670977314934e-05,0.07902050763368607,0.4846184551715851,0.01487368531525135,0.6156786680221558,1.437672734260559,0.0004604313871823251,75.01588439941406,9.15812561288476e-05,0.0007804214837960899,9.027781197801232e-05,0.24019569158554077,0.2508470416069031,0.009915245696902275,0.5009437799453735,1.4498008489608765,,,,,,,,,,,,,,
20,model.layers.19.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00015208656259346753,3.088047504425049,-0.000659678247757256,0.13264407217502594,0.00042222675983794034,0.21219627559185028,0.23858121037483215,0.008073358796536922,0.43282365798950195,1.5288641452789307,0.0002359642239753157,101.43566131591797,-2.9222805096651427e-05,0.0010643869172781706,9.418281842954457e-05,0.24142074584960938,0.25031208992004395,0.009701387956738472,0.5007976293563843,1.515913963317871,8.0,0.07739822566509247,0.07613960653543472,0.8397971391677856,-1.0360739679526887e-06,-0.0008573037339374423,0.07172175496816635,,-0.0013201379915699363,-0.001843712292611599,0.0008614817634224892,0.07613252103328705,,
20,model.layers.19.self_attn.k_proj.weight,512,1024,0.0009765625,0.0010635266080498695,3.5904886722564697,-3.2645248211338185e-06,0.13572587072849274,0.0004692144866567105,0.24781419336795807,0.21399463713169098,0.012082773260772228,0.5786407589912415,1.3613109588623047,0.0010349604999646544,46.09566116333008,0.001350480830296874,0.00038411421701312065,8.02505383035168e-05,0.24115213751792908,0.24832099676132202,0.00977559294551611,0.499636709690094,1.3860888481140137,,,,,,,,,,,,,,
