step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,n_microbatch,snr_diag_median,snr_offdiag_median,spearman_absC_snr,sig_energy_diag,sig_energy_total,noise_energy,R_sigma_cross,snr_cross_diag_median,snr_cross_offdiag_median,spearman_absC_snr_cross,spearman_absC_split
20,model.layers.7.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00011161719157826155,2.490108013153076,0.001083210576325655,0.9558339715003967,0.0006159153999760747,0.1705918312072754,0.2726191580295563,0.00674645509570837,0.553838312625885,1.5379999876022339,0.0002587965573184192,76.43075561523438,0.0018688985146582127,0.00786946527659893,0.0001233092334587127,0.23983794450759888,0.24931520223617554,0.009989108890295029,0.500730574131012,1.5116491317749023,8.0,0.09432335942983627,0.09433092921972275,0.8882222175598145,1.676232204772532e-05,0.033412039279937744,0.6972589492797852,0.000501685093426496,0.013387144543230534,0.012744511477649212,0.02511034719645977,0.08734029531478882
20,model.layers.7.self_attn.k_proj.weight,512,1024,0.0009765625,0.0012985244393348694,3.986114740371704,2.0318602764746174e-06,0.676934540271759,0.0033220050390809774,0.16292151808738708,0.2522021532058716,0.02753795124590397,0.6880190372467041,1.3164936304092407,0.0009506139322184026,46.47275161743164,0.002014430006965995,0.002716108225286007,6.866467447252944e-05,0.24301041662693024,0.24870611727237701,0.009712472558021545,0.49743229150772095,1.403388261795044,,,,,,,,,,,,
20,model.layers.7.self_attn.v_proj.weight,512,1024,0.0009765625,0.0008704536012373865,2.201133966445923,0.0007251336355693638,1.2150973081588745,0.00025541221839375794,0.14415863156318665,0.24824488162994385,0.003087036544457078,0.7098826766014099,1.4576295614242554,0.0011085111182183027,27.58439826965332,0.0033902188297361135,0.0030071234796196222,9.38422090257518e-05,0.241258904337883,0.2501118779182434,0.010152607224881649,0.5004003643989563,1.3955719470977783,,,,,,,,,,,,
20,model.layers.7.self_attn.o_proj.weight,1024,2048,0.00048828125,0.0002553038066253066,1.8973721265792847,0.00021959484729450196,2.099588394165039,2.03655035875272e-05,0.14259375631809235,0.3738601803779602,0.009146041236817837,0.5564663410186768,1.4459835290908813,0.0005389300640672445,71.4616470336914,0.004329265560954809,0.005932811181992292,9.009605855681002e-05,0.24029041826725006,0.2502778172492981,0.009862511418759823,0.4991775155067444,1.4376823902130127,,,,,,,,,,,,
20,model.layers.15.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00013458880130201578,3.2497198581695557,0.00033481986611150205,0.8240745663642883,0.000340233207680285,0.20855967700481415,0.2490178942680359,0.004581477027386427,0.44681069254875183,1.5444344282150269,0.0002712512796279043,85.0917739868164,0.0032026157714426517,0.008073336444795132,0.00011333843576721847,0.24041320383548737,0.24945634603500366,0.01000066939741373,0.5000541806221008,1.513511300086975,8.0,0.07204307615756989,0.07252755761146545,0.8890378475189209,-1.1259202437940985e-05,0.007968124933540821,0.8076001405715942,-0.00141303035931914,-0.0028358937706798315,0.001852368819527328,5.322770812199451e-05,0.06645971536636353
20,model.layers.15.self_attn.k_proj.weight,512,1024,0.0009765625,0.0010015765437856317,5.859514236450195,-1.8645913542059134e-06,0.7162138223648071,0.00019555306062102318,0.2456205040216446,0.23741252720355988,0.0038034699391573668,0.5453839898109436,1.4684476852416992,0.0011035954812541604,34.67774200439453,0.002351451199501753,0.0029281568713486195,0.00010648713941918686,0.23995424807071686,0.25023213028907776,0.009791964665055275,0.49510353803634644,1.391485333442688,,,,,,,,,,,,
20,model.layers.15.self_attn.v_proj.weight,512,1024,0.0009765625,0.0008425831911154091,1.6469823122024536,0.000701892888173461,0.7830366492271423,0.00023037932987790555,0.1864880621433258,0.2626365125179291,0.003452397184446454,0.6570545434951782,1.4458856582641602,0.0010333727113902569,18.67569923400879,0.00288694747723639,0.003188034752383828,8.246918878285214e-05,0.23766104876995087,0.2515619695186615,0.010298892855644226,0.503318190574646,1.3939529657363892,,,,,,,,,,,,
20,model.layers.15.self_attn.o_proj.weight,1024,2048,0.00048828125,0.00048232745029963553,1.631631851196289,0.00021561849280260503,1.5109206438064575,2.1054127500974573e-05,0.07681768387556076,0.5009358525276184,0.011815192177891731,0.6291626691818237,1.4506425857543945,0.0005133597878739238,51.8974494934082,0.0028772016521543264,0.006004101596772671,9.109020902542397e-05,0.23961606621742249,0.2511490285396576,0.009857961907982826,0.49998271465301514,1.4525659084320068,,,,,,,,,,,,
20,model.layers.19.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00015907007036730647,2.6299614906311035,0.00018964461924042553,0.5535518527030945,0.00042606741772033274,0.19200681149959564,0.2524707615375519,0.006621166132390499,0.42920517921447754,1.5329835414886475,0.0002721311175264418,80.06105041503906,0.002454402856528759,0.008325851522386074,9.708038851385936e-05,0.24144014716148376,0.24933090806007385,0.010045445524156094,0.49881041049957275,1.5104674100875854,8.0,0.06998413801193237,0.07452645152807236,0.8593693375587463,-4.987446118320804e-06,-0.002168353646993637,0.4027782082557678,,-0.002403948688879609,0.0005593468667939305,-0.015726473182439804,0.08479943126440048
20,model.layers.19.self_attn.k_proj.weight,512,1024,0.0009765625,0.0011340881465002894,3.273587703704834,2.5405931864952436e-06,0.5225083827972412,0.0004513566382229328,0.2519752085208893,0.22637833654880524,0.009793910197913647,0.557694137096405,1.36941659450531,0.0010417414596304297,44.603782653808594,0.003644161392003298,0.0027632126584649086,0.00011155225365655497,0.2417714148759842,0.25158172845840454,0.00950907077640295,0.49961283802986145,1.4145163297653198,,,,,,,,,,,,
20,model.layers.19.self_attn.v_proj.weight,512,1024,0.0009765625,0.0008259040769189596,1.354671597480774,0.0008904642309062183,0.5256096124649048,0.0018720560474321246,0.1483210176229477,0.2434389293193817,0.00633954769000411,0.636411190032959,1.4499458074569702,0.001067131757736206,39.71717834472656,0.0036770335864275694,0.0032549435272812843,8.522447751602158e-05,0.2396339774131775,0.2513408958911896,0.010249569080770016,0.4992417097091675,1.384596824645996,,,,,,,,,,,,
