step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,n_microbatch,snr_diag_median,snr_offdiag_median,spearman_absC_snr,sig_energy_diag,sig_energy_total,noise_energy,R_sigma_cross,snr_cross_diag_median,snr_cross_offdiag_median,spearman_absC_snr_cross,spearman_absC_split
20,model.layers.7.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00012809725012630224,2.7825984954833984,-0.0007097672205418348,1.122037410736084,0.0012074373662471771,0.1845368593931198,0.25335901975631714,0.011401576921343803,0.5225189924240112,1.5276716947555542,0.00023168318148236722,6.195813179016113,0.00012743337720166892,0.0006801967392675579,0.001664265408180654,0.25015953183174133,0.2112145870923996,0.014866425655782223,0.4927418828010559,1.5082978010177612,8.0,0.08315042406320572,0.0921209454536438,0.8631818294525146,1.1880340935022105e-05,0.03964807838201523,1.207639455795288,0.00029964481053919496,0.0058607119135558605,0.009572165086865425,0.02055654302239418,0.07113534957170486
20,model.layers.7.self_attn.k_proj.weight,512,1024,0.0009765625,0.0008568046032451093,4.903395652770996,-9.964483069779817e-07,0.8240302205085754,0.00042431382462382317,0.15098406374454498,0.26296424865722656,0.02508678287267685,0.691092848777771,1.3288276195526123,0.0013746663462370634,5.2282304763793945,-0.0053444504737854,0.00023592730576638132,0.0007901971694082022,0.23972056806087494,0.21622341871261597,0.01935238391160965,0.5380088686943054,1.3221535682678223,,,,,,,,,,,,
20,model.layers.7.self_attn.v_proj.weight,512,1024,0.0009765625,0.0010026381351053715,1.9383618831634521,0.000875925412401557,1.596975564956665,0.0005916905938647687,0.13137614727020264,0.2598983347415924,0.003809028770774603,0.7363153100013733,1.4687247276306152,0.0009922981262207031,4.9288859367370605,-0.0010973007883876562,0.0002537943364586681,0.00030948477797210217,0.1700085699558258,0.2428184598684311,0.004799162037670612,0.6718654036521912,1.4422495365142822,,,,,,,,,,,,
20,model.layers.7.self_attn.o_proj.weight,1024,2048,0.00048828125,0.0002741539792623371,1.9729231595993042,0.0002795579785015434,2.686241388320923,5.215697819949128e-05,0.1299816071987152,0.39019671082496643,0.01464974693953991,0.5821772813796997,1.4349336624145508,0.00035111309261992574,3.762875556945801,-4.2688985558925197e-05,0.0005081510171294212,7.980693771969527e-05,0.1759529411792755,0.31833213567733765,0.013919839635491371,0.5164147019386292,1.4177659749984741,,,,,,,,,,,,
20,model.layers.15.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00015430047642439604,2.828272581100464,0.0004898314946331084,1.2772808074951172,0.0003881218144670129,0.2208290845155716,0.2298753261566162,0.004266536794602871,0.4463832974433899,1.5426985025405884,0.0002372700400883332,5.543467998504639,0.000799795612692833,0.0007181413238868117,0.0005861929384991527,0.23807744681835175,0.22827982902526855,0.015046464279294014,0.47042593359947205,1.5016239881515503,8.0,0.08367277681827545,0.08540187776088715,0.8551802635192871,3.786911838687956e-05,0.04755286127328873,1.8802683353424072,0.0007963583551627694,0.005559259559959173,0.005119959358125925,-0.003077537054196,0.0629941076040268
20,model.layers.15.self_attn.k_proj.weight,512,1024,0.0009765625,0.0008809134014882147,2.2401235103607178,7.209190243884223e-06,1.5902273654937744,7.38900707801804e-05,0.1708994209766388,0.3438674509525299,0.0026990151964128017,0.6312078237533569,1.484573245048523,0.0010758223943412304,3.9673943519592285,0.0015738799702376127,0.0002724468649830669,7.697157707298175e-05,0.2646963596343994,0.23987595736980438,0.005484444089233875,0.49379247426986694,1.446714997291565,,,,,,,,,,,,
20,model.layers.15.self_attn.v_proj.weight,512,1024,0.0009765625,0.0009676462505012751,1.8771158456802368,-0.0005417999345809221,1.1344422101974487,7.697052205912769e-05,0.21372170746326447,0.2423822432756424,0.004014915321022272,0.6077432632446289,1.475682020187378,0.0008551799110136926,3.542882204055786,0.00033909460762515664,0.00027371934265829623,0.00025393618852831423,0.17687007784843445,0.26248329877853394,0.007932215929031372,0.6437150239944458,1.4192571640014648,,,,,,,,,,,,
20,model.layers.15.self_attn.o_proj.weight,1024,2048,0.00048828125,0.0005167381023056805,1.850163459777832,-0.0001910928840516135,1.9541869163513184,2.3561620764667168e-05,0.09642743319272995,0.456904798746109,0.007513458840548992,0.6054418683052063,1.4530413150787354,0.0004467711551114917,3.2079052925109863,-0.000475857756100595,0.000522412417922169,6.84281112626195e-05,0.18357999622821808,0.31242117285728455,0.02156888134777546,0.5368589758872986,1.416006326675415,,,,,,,,,,,,
20,model.layers.19.self_attn.q_proj.weight,4096,1024,0.000244140625,0.0001615202781977132,2.633460760116577,-0.0001274173118872568,0.8800719976425171,0.00030151547980494797,0.22221386432647705,0.23181851208209991,0.005241042468696833,0.43292921781539917,1.5310999155044556,0.00025419905432499945,4.967928409576416,0.0009599393815733492,0.0007251902134157717,0.00040010252268984914,0.23613786697387695,0.2378183901309967,0.014227276667952538,0.46646207571029663,1.5057950019836426,8.0,0.08185888826847076,0.0827242061495781,0.8272762298583984,1.4729320355399977e-05,0.017758147791028023,1.0440843105316162,0.0008294401267930485,0.004807059653103352,0.003576503833755851,0.0073878346011042595,0.07442723959684372
20,model.layers.19.self_attn.k_proj.weight,512,1024,0.0009765625,0.0010547532001510262,2.8781895637512207,-1.025755591399502e-05,0.803362250328064,0.00028894434217363596,0.24272944033145905,0.2022906392812729,0.012382850982248783,0.5968397259712219,1.3537702560424805,0.0010889203986153007,4.649435997009277,4.451429958862718e-06,0.00024900949210859835,0.0003185961104463786,0.27976110577583313,0.2035018503665924,0.015930647030472755,0.48430219292640686,1.34336519241333,,,,,,,,,,,,
