step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,snr_diag_median,snr_offdiag_median,spearman_absC_snr
20,model.layers.7.self_attn.q_proj.weight,4096,1024,0.000244140625,0.0002067125024041161,2.77789044380188,0.001504120067693293,0.941593587398529,0.0019492164719849825,0.185893252491951,0.25259456038475037,0.014531782828271389,0.5148172378540039,1.5292243957519531,0.0003765446599572897,195.05186462402344,-2.5432314942008816e-05,0.0002831240417435765,7.451426063198596e-05,0.2439693808555603,0.24428296089172363,0.009902393445372581,0.46420249342918396,1.4902063608169556,0.06803227216005325,0.07592502236366272,0.8964080214500427
20,model.layers.7.self_attn.k_proj.weight,512,1024,0.0009765625,0.0010490190470591187,3.375429630279541,4.769737188325962e-06,0.7045325040817261,0.0030404189601540565,0.15346011519432068,0.2535572946071625,0.04162117838859558,0.6783813238143921,1.3100943565368652,0.0014131722273305058,27.67171287536621,-0.0002246285293949768,0.00033327616984024644,0.0012888910714536905,0.15337033569812775,0.30509206652641296,0.014596506021916866,0.680657684803009,1.4025754928588867,,,
20,model.layers.7.self_attn.v_proj.weight,512,1024,0.0009765625,0.0007569072768092155,1.7813870906829834,-0.0009077353170141578,1.4504112005233765,0.00023516073997598141,0.1171131357550621,0.2600139081478119,0.0033261720091104507,0.7688664197921753,1.4703689813613892,0.0009035314433276653,13.940292358398438,0.00015090161468833685,0.000392843532608822,0.00012622943904716522,0.2060968428850174,0.2555820345878601,0.00762002170085907,0.5707929134368896,1.4936959743499756,,,
20,model.layers.7.self_attn.o_proj.weight,1024,2048,0.00048828125,0.0002632739196997136,1.976118803024292,-0.00031301044509746134,2.2361278533935547,4.047142283525318e-05,0.13883469998836517,0.3723444938659668,0.015007659792900085,0.5559914112091064,1.4034584760665894,0.0007758710999041796,10.476568222045898,0.00015751591126900166,0.0009351365151815116,1.2256568879820406e-05,0.0650513544678688,0.4746163785457611,0.0022343487944453955,0.8589930534362793,1.5512897968292236,,,
20,model.layers.15.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00015292305033653975,3.5089404582977295,-6.3385879911948e-05,0.9002119898796082,0.0004534246399998665,0.19700326025485992,0.2576654255390167,0.004828423261642456,0.4530673027038574,1.5422033071517944,0.00033082146546803415,136.48924255371094,4.681796326622134e-06,0.00031107949325814843,0.00011568580521270633,0.21506249904632568,0.2740544080734253,0.008862175047397614,0.4831918179988861,1.5087422132492065,0.07096085697412491,0.07255138456821442,0.8969087600708008
20,model.layers.15.self_attn.k_proj.weight,512,1024,0.0009765625,0.0010224903235211968,5.553434371948242,-2.9195662136771716e-06,0.8082379102706909,0.0002210171369370073,0.22843700647354126,0.25396278500556946,0.005221843253821135,0.5735726952552795,1.4549378156661987,0.001212070812471211,27.983741760253906,9.552408300805837e-05,0.0003702127723954618,3.8861406210344285e-05,0.13841308653354645,0.3435474634170532,0.004272690508514643,0.7168821692466736,1.5160346031188965,,,
20,model.layers.15.self_attn.v_proj.weight,512,1024,0.0009765625,0.0008723192731849849,1.6782305240631104,-0.0011038207449018955,0.8624112010002136,0.00016082536603789777,0.1761465072631836,0.27099090814590454,0.005111570470035076,0.6628293991088867,1.4475204944610596,0.001107509364373982,43.00714111328125,-3.908921280526556e-05,0.000288628158159554,7.041022763587534e-05,0.2379419505596161,0.24307410418987274,0.006073645316064358,0.5588829517364502,1.46674644947052,,,
20,model.layers.15.self_attn.o_proj.weight,1024,2048,0.00048828125,0.0004058984632138163,1.744739294052124,-0.0003760605468414724,1.5245521068572998,2.523226612538565e-05,0.08510841429233551,0.4783746600151062,0.013196774758398533,0.6118037104606628,1.4524836540222168,0.0007545248954556882,11.957584381103516,0.00010707941692089662,0.0007608988671563566,1.37552660817164e-05,0.07966301590204239,0.46032512187957764,0.0034776527900248766,0.823152482509613,1.5421123504638672,,,
20,model.layers.19.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00017514512001071125,2.105363607406616,-0.00040679500671103597,0.7524495720863342,0.0004340825544204563,0.1967872679233551,0.23884588479995728,0.006046736147254705,0.4019070267677307,1.5308895111083984,0.0003915779525414109,73.08173370361328,2.1738114810432307e-05,0.00031337703694589436,7.335022382903844e-05,0.22168174386024475,0.2533985376358032,0.009828250855207443,0.424806147813797,1.499703049659729,0.06869946420192719,0.07030338048934937,0.8580291271209717
20,model.layers.19.self_attn.k_proj.weight,512,1024,0.0009765625,0.0009389700717292726,2.1914846897125244,-3.251388989156112e-06,0.7763723134994507,0.000347975263139233,0.2507794499397278,0.2113906890153885,0.00938677228987217,0.5839009881019592,1.3605886697769165,0.0010868518147617579,16.461532592773438,0.0002373351453570649,0.0003252279420848936,4.250663550919853e-05,0.13719886541366577,0.32880666851997375,0.005021241959184408,0.7378036379814148,1.4997775554656982,,,
