step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,n_microbatch,snr_diag_median,snr_offdiag_median,spearman_absC_snr,sig_energy_diag,sig_energy_total,noise_energy,R_sigma_cross,snr_cross_diag_median,snr_cross_offdiag_median,spearman_absC_snr_cross,spearman_absC_split,rho_sigma_absmed,rho_frame_absmed
20,model.layers.7.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00010079015919473022,2.3498711585998535,-0.0005727011593990028,0.21944297850131989,0.00090279511641711,0.1666116565465927,0.2670018970966339,0.007242241408675909,0.5351468324661255,1.5391124486923218,6.725375669702771e-07,7.922244071960449,0.0005145632894709706,0.0001130368109443225,0.000504150113556534,0.25577789545059204,0.2075931429862976,0.010361134074628353,0.49932414293289185,1.5149526596069336,8.0,0.07494241744279861,0.08033646643161774,0.8251806497573853,-4.471361535252072e-06,-0.0006533792475238442,0.1393711268901825,,-0.001178955426439643,-0.0008103707223199308,0.017356347292661667,0.0586312972009182,0.3057312071323395,0.29332804679870605
20,model.layers.7.self_attn.k_proj.weight,512,1024,0.0009765625,0.0008180310833267868,3.1178131103515625,-4.119873665331397e-06,0.15610739588737488,0.0008201651507988572,0.14704230427742004,0.2698967158794403,0.022006265819072723,0.7127971649169922,1.3079204559326172,2.7302078819957387e-08,6.375452995300293,1.4047218428459018e-05,4.0872440877137706e-05,0.0005212377873249352,0.2683107554912567,0.19389615952968597,0.014332465827465057,0.5146564841270447,1.3370393514633179,,,,,,,,,,,,,,
20,model.layers.7.self_attn.v_proj.weight,512,1024,0.0009765625,0.0008510413463227451,1.8178194761276245,0.0018192639108747244,0.29821646213531494,0.0006476780981756747,0.12997353076934814,0.25984662771224976,0.004270181525498629,0.7435817718505859,1.4654566049575806,4.1833924768752695e-08,5.854481220245361,-2.62825619756768e-06,4.02368423237931e-05,0.0005273493588902056,0.182059183716774,0.22899623215198517,0.008812610059976578,0.6652691960334778,1.4225788116455078,,,,,,,,,,,,,,
20,model.layers.7.self_attn.o_proj.weight,1024,2048,0.00048828125,0.00021045321773272008,2.1372272968292236,0.0006081231986172497,0.47277000546455383,4.0576353057986125e-05,0.14176581799983978,0.3620890974998474,0.015392903238534927,0.535691499710083,1.4217039346694946,5.316187667858685e-08,4.904306888580322,-3.3474701922386885e-05,7.885647210059687e-05,0.00010693345393519849,0.1886424571275711,0.29077211022377014,0.01909451000392437,0.4673805236816406,1.3886460065841675,,,,,,,,,,,,,,
20,model.layers.15.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00012388330651447177,3.2753655910491943,-0.0003094971471000463,0.21851877868175507,0.00018140728934668005,0.20691409707069397,0.2470168173313141,0.003040074370801449,0.458846777677536,1.5502439737319946,6.520339752569271e-07,9.556844711303711,-0.00020193761156406254,0.00010581614333204925,0.0006249896250665188,0.24798701703548431,0.22419370710849762,0.014681003987789154,0.45460256934165955,1.503746747970581,8.0,0.08590453863143921,0.08440106362104416,0.8450337648391724,6.33239494618465e-07,0.0009025554172694683,0.1545851081609726,0.0007016073279292102,0.00869334489107132,0.0018308005528524518,-0.009252728894352913,0.03947748988866806,,
20,model.layers.15.self_attn.k_proj.weight,512,1024,0.0009765625,0.0009657148621045053,4.545958995819092,-1.2458444871299434e-06,0.19252748787403107,6.770926847821102e-05,0.23776407539844513,0.2466866374015808,0.004280697554349899,0.5591415762901306,1.46002197265625,3.402183423872884e-08,12.578269958496094,-1.3221841982158367e-05,3.751907934201881e-05,3.962551636504941e-05,0.2768864333629608,0.2165481150150299,0.007738277781754732,0.48187723755836487,1.4257640838623047,,,,,,,,,,,,,,
20,model.layers.15.self_attn.v_proj.weight,512,1024,0.0009765625,0.0008563752053305507,1.8067567348480225,-0.001019587041810155,0.19654209911823273,0.00020779733313247561,0.18063683807849884,0.26451751589775085,0.003681072499603033,0.6640874147415161,1.4554105997085571,1.8288008618583262e-07,4.772881984710693,0.0002662314218468964,3.8110742025310174e-05,0.00025717419339343905,0.20529018342494965,0.23547527194023132,0.006892495788633823,0.608084499835968,1.420461654663086,,,,,,,,,,,,,0.3457374572753906,0.3385719060897827
20,model.layers.15.self_attn.o_proj.weight,1024,2048,0.00048828125,0.0004314039833843708,1.7357144355773926,-0.0003425694303587079,0.3535412549972534,1.7135489542852156e-05,0.08003336936235428,0.47638192772865295,0.010219263844192028,0.5989865064620972,1.4502969980239868,1.6743877040426014e-07,4.786412715911865,7.260408165166155e-05,7.514858589274809e-05,7.469802949344739e-05,0.19376516342163086,0.29755595326423645,0.01979379542171955,0.5235764980316162,1.4069509506225586,,,,,,,,,,,,,,
20,model.layers.19.self_attn.q_proj.weight,4096,1024,0.000244140625,0.00016264863370452076,3.1044416427612305,0.0008493461646139622,0.13269194960594177,0.0006506087374873459,0.21633821725845337,0.23914092779159546,0.008794181048870087,0.43960312008857727,1.53115713596344,7.352730335696833e-07,8.121337890625,0.00019738923583645374,0.00010469599510543048,0.0003304188430774957,0.24245807528495789,0.23203147947788239,0.01829107478260994,0.460342675447464,1.486067295074463,8.0,0.07396639138460159,0.0832085981965065,0.830755352973938,-8.506034419042408e-07,-0.0002451732871122658,0.06888553500175476,,-0.0008632638491690159,0.0001873793371487409,-0.0017518543172627687,0.0644616037607193,,
20,model.layers.19.self_attn.k_proj.weight,512,1024,0.0009765625,0.0011168996570631862,3.5758144855499268,-3.6139076655672397e-06,0.13015441596508026,0.0012726985150948167,0.23813748359680176,0.22519844770431519,0.013461886905133724,0.5799425840377808,1.3645389080047607,3.1326294447353575e-08,10.260103225708008,-5.540759389077721e-07,3.705225753947161e-05,0.0001596078072907403,0.2831035256385803,0.20217224955558777,0.016173889860510826,0.474767804145813,1.3453468084335327,,,,,,,,,,,,,,
